4	19	18	12	17	11
11	21	24	27	25	19
0	6	4	1	2	6
0	0	0	0	0	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
3	5	5	0	0	4
2	13	11	6	16	6
5	22	23	24	15	14
12	27	24	30	21	14
1	0	1	0	0	2
0	0	0	0	0	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	1
4	10	10	11	7	6
0	20	15	14	17	8
0	17	15	8	16	7
0	1	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	6	2	3	5	0
17	27	25	25	18	9
17	26	27	28	26	24
24	31	31	29	29	28
0	6	1	0	1	4
0	0	0	0	0	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	2	0	0	0	0
4	17	11	5	2	2
6	22	21	18	14	7
3	24	23	16	11	13
1	6	4	6	3	1
0	0	0	0	0	2
0	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
3	5	4	1	0	2
13	16	13	13	8	7
19	24	21	21	14	15
6	9	5	10	7	7
1	4	2	3	5	3
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	2	1	2	3
9	17	17	14	12	11
23	27	27	29	22	16
4	4	10	12	7	11
3	5	6	10	4	2
0	0	0	0	0	3
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	6	7	2	0	0
1	7	13	9	9	8
12	21	25	22	20	9
2	15	16	22	19	6
0	0	1	2	1	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	4	4	4
5	11	11	12	10	5
1	17	25	26	16	13
1	19	27	26	27	9
0	2	12	12	9	8
0	0	0	0	0	1
0	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	7	9	10	1	1
6	14	13	7	6	3
7	22	22	21	17	13
16	27	27	30	30	19
0	5	4	6	6	4
0	1	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	1	0	0	1
2	8	11	8	5	3
17	24	24	26	18	7
2	11	17	22	18	8
0	0	0	1	0	4
0	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	1	0	0	0	0
3	4	3	1	0	0
3	5	9	7	8	0
3	7	15	11	9	12
13	23	29	18	20	10
5	6	12	13	12	7
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	3	1	0	0	1
8	14	16	16	16	6
11	25	27	26	27	15
17	25	30	31	30	17
0	1	4	3	7	7
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	2
0	0	0	0	0	2
3	8	10	6	5	1
17	25	28	27	25	3
8	14	19	23	25	13
1	1	7	3	8	0
0	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
6	7	12	7	5	3
4	4	11	7	9	8
0	2	12	17	15	12
0	0	2	1	3	7
0	0	0	0	0	3
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	3	1	2
5	10	16	13	7	3
26	26	28	30	30	19
12	15	20	21	20	19
0	2	8	7	8	8
0	0	0	0	0	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	1	0	0
2	9	9	8	6	2
13	23	25	27	25	9
12	14	20	24	20	5
6	13	10	4	4	2
0	0	0	0	0	3
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	6	3	1	0	1
12	19	23	19	13	3
11	24	27	25	27	14
15	27	26	28	29	18
0	0	1	0	1	5
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	3	1	1	0	0
6	10	11	5	5	1
17	26	25	29	26	11
17	25	26	20	25	8
1	6	10	2	5	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	1
0	0	0	0	0	0
8	19	22	19	19	6
19	22	23	26	26	10
10	21	27	29	30	13
1	1	3	3	9	3
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	1	0	3	3
3	9	9	9	6	6
13	20	21	26	24	6
18	23	25	29	27	18
5	8	11	13	14	4
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	1	1	0
7	21	21	14	11	9
7	23	26	27	18	14
10	15	22	24	21	20
0	1	5	10	6	9
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	6	7	6	3	4
15	23	21	28	21	13
28	31	30	30	31	19
19	25	27	28	22	17
3	5	8	8	5	12
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
5	13	10	7	5	2
14	20	27	26	24	22
18	21	24	23	20	11
4	5	11	18	12	7
1	2	2	3	1	4
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
